"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000392",16.1307762243633,-0.039159068582768,0.325881638634861,0.833294511838236,0.896159337081956
"ENSMUSG00000000399",1360.71192691495,-0.188922763792478,0.0778305862603944,0.0130858350674597,0.0345380122750273
"ENSMUSG00000000409",74.4842615780966,1.21826579116151,0.254380139208657,1.73274402853875e-07,1.2013741916606e-06
"ENSMUSG00000000416",5.36709644379543,-0.312564958618458,0.528322049447444,0.0726970791959276,0.145221954863028
"ENSMUSG00000000420",2556.69337962652,-0.169454346574613,0.0717593518559405,0.0161941716590944,0.0415950779024353
"ENSMUSG00000000439",617.635623399512,0.447012033622688,0.105385206485453,1.07252735010815e-05,5.67165205636397e-05
"ENSMUSG00000000440",372.197982837434,0.302958756477074,0.149955989613533,0.0289030198301818,0.0680048585519829
"ENSMUSG00000000441",3953.0404872287,0.115626895749541,0.0758425950503195,0.120844927659847,0.218149873354409
"ENSMUSG00000000486",20.7857979584179,0.135744326872298,0.322036818296829,0.50249138532165,0.638140561703162
"ENSMUSG00000000489",963.48874604718,0.339544250971951,0.0821797523386604,2.33591914723311e-05,0.000116381941841157
"ENSMUSG00000000530",647.317551566596,0.254256504546627,0.15654494109984,0.0766226826787356,0.151645904713609
"ENSMUSG00000000531",43.589527493825,0.297578741087739,0.278268943758291,0.159088410286037,0.270853921547164
"ENSMUSG00000000532",2946.47675953864,-0.268635531099164,0.0632345332767313,1.62208148980317e-05,8.33256540360208e-05
"ENSMUSG00000000538",748.293354028854,0.349940918637967,0.0895101798827763,5.78922958770046e-05,0.000268017410239019
"ENSMUSG00000000552",837.542671032049,-0.380346946839558,0.0913426372681899,1.78763954083399e-05,9.08447458381956e-05
"ENSMUSG00000000555",15546.1017503396,-0.22429305282936,0.0573418017189568,7.56655696033538e-05,0.000343745228736756
"ENSMUSG00000000561",907.915291328292,-0.160385814133011,0.094592708347728,0.0801914120047871,0.157531672379616
"ENSMUSG00000000562",22.5454274656919,0.314559191007858,0.373914792053884,0.167726642336312,0.282773988863081
"ENSMUSG00000000563",3691.58208972291,0.50856199436434,0.0882861712251335,3.49423177586194e-09,2.98284900077975e-08
"ENSMUSG00000000567",239.571525642247,0.0635602778795464,0.138051619196121,0.624050854249955,0.742218441036746
"ENSMUSG00000000568",2151.05302992463,-0.153451641344006,0.113486578993135,0.156949247553243,0.267930725926445
"ENSMUSG00000000579",60.246602387397,-0.00974137498358659,0.231805905409027,0.95755518369944,0.974966175791265
"ENSMUSG00000000581",781.67730191076,0.00688983950275084,0.10204064348936,0.945661242391961,0.96745818457709
"ENSMUSG00000000594",5926.41834472211,-0.663327483851736,0.0701620722594342,9.00674847478875e-22,2.11916491646902e-20
"ENSMUSG00000000600",1064.47110587003,0.364041142428774,0.0837323590526827,8.33004964367004e-06,4.49556148291594e-05
"ENSMUSG00000000605",2057.81904764449,0.013782636804984,0.068722165133173,0.839671847779726,0.900057667713042
"ENSMUSG00000000628",5448.41564025535,-0.0894650939099502,0.056615168088956,0.110166563134286,0.202523960658635
"ENSMUSG00000000631",1962.49095345142,-0.142127636153217,0.0672104854887893,0.0317578330093365,0.0734909677438658
"ENSMUSG00000000682",1998.01899825428,-1.29327799181931,0.0838160295453443,1.10089277232164e-54,9.74563806127602e-53
"ENSMUSG00000000686",89.9003579714952,-0.152790092453173,0.212022555777075,0.393697598641833,0.538105998723713
"ENSMUSG00000000690",76.0936988251662,-0.581148897251801,0.252195037664523,0.005772784074719,0.0168975738453092
"ENSMUSG00000000693",223.909298861572,-0.541325744131385,0.149707072094815,0.000105276348826164,0.000468047429867267
"ENSMUSG00000000708",1053.4378846226,-0.193890491262163,0.0885469997729059,0.0243550039614235,0.0588154074565017
"ENSMUSG00000000711",3796.04894087287,-0.0155324320698041,0.0622099760342681,0.799719845377584,0.873655899808075
"ENSMUSG00000000730",160.856393306388,1.16659789963642,0.18283439707559,2.05020778955699e-11,2.2408239708098e-10
"ENSMUSG00000000732",1447.69194150427,0.194063371211951,0.0722149248476118,0.00625079314681933,0.0180657392841786
"ENSMUSG00000000738",1104.98141278841,0.0300855196020668,0.0790596704948381,0.698443838113446,0.801200287664071
"ENSMUSG00000000739",3.20583354289924,-0.0127237476021141,0.373401599049218,0.918767699626529,0.949627798088933
"ENSMUSG00000000740",250.24771050051,0.0946362335334879,0.138366770001424,0.467473626480847,0.60712446105947
"ENSMUSG00000000743",3108.71821480956,0.0524700611066848,0.0654494889488674,0.41758498251005,0.561605185056113
"ENSMUSG00000000751",1054.18640355968,0.117053693967147,0.110133875549908,0.268688471823898,0.406227154560702
"ENSMUSG00000000753",766.671446959672,-1.3250520762502,0.116231591780089,4.22039200064088e-31,1.57263583782021e-29
"ENSMUSG00000000759",858.790687453517,0.148479289959011,0.0838294631840921,0.0698245849651282,0.140853496776564
"ENSMUSG00000000776",982.486296701168,0.172930069737121,0.0806487842600278,0.0284503109020389,0.0670874660166842
"ENSMUSG00000000782",76.6418464817751,-0.327164663905908,0.228861244795002,0.0853182695113532,0.165422874198985
"ENSMUSG00000000787",11247.9332582909,0.0957059150347132,0.0569273443122876,0.0894470212001426,0.17212237683396
"ENSMUSG00000000791",19.8716428121542,0.881489654758126,0.503388679674707,0.00817067996488031,0.0229014067248313
"ENSMUSG00000000794",4.09926783465801,0.0654039045987902,0.377731052163053,0.627956633419252,0.745480413223433
"ENSMUSG00000000804",1650.02082349906,-0.0166681020812387,0.0845252730629631,0.839003867923959,0.899703323566693
"ENSMUSG00000000811",339.941074869927,0.288572328576955,0.123371327877026,0.0136305062530638,0.0358094116564751
"ENSMUSG00000000823",575.433767772848,-0.0834536341818305,0.117652022773162,0.456461203072379,0.597756307839078
"ENSMUSG00000000826",1595.77299977947,0.388410565090407,0.0705020366286339,2.07144024218719e-08,1.62063901369948e-07
"ENSMUSG00000000827",633.972447780985,-0.124745307217476,0.0950391290488972,0.175755948548852,0.293561718294407
"ENSMUSG00000000838",2856.22735390379,-0.376506799330135,0.075799235677296,3.97489475033378e-07,2.61130539502248e-06
"ENSMUSG00000000861",32.1464606586782,0.247061677600809,0.294112102700188,0.24613018663991,0.380413232423196
"ENSMUSG00000000876",133.213173222611,0.00919493621787992,0.169000007250488,0.953196157324448,0.972311053527479
"ENSMUSG00000000881",685.707822929097,-0.220522554874773,0.0935801146304589,0.0150325180207292,0.038987704151205
"ENSMUSG00000000884",78.7690948281075,0.180239702511004,0.213261927813926,0.317981110001876,0.460961849774727
"ENSMUSG00000000901",53.79880434307,0.222401848073314,0.258390046344313,0.269619960352174,0.407327986490937
"ENSMUSG00000000902",1313.34419232519,0.121297956482647,0.0752720124298408,0.101017501898237,0.189398950727294
"ENSMUSG00000000915",113.867629383483,-0.0991933542991029,0.186591615999398,0.545456068654965,0.67592651360531
"ENSMUSG00000000916",372.885170564384,0.366267622181247,0.116799044423355,0.00101191763856566,0.00361595814512435
"ENSMUSG00000000934",220.728123603881,0.326058012652523,0.141820388093053,0.0136610122456486,0.0358777903969886
"ENSMUSG00000000938",20.8443617383692,-0.5740980351882,0.458681789790595,0.0385394199466165,0.0862936173567126
"ENSMUSG00000000942",31.9346739660463,-0.40584464678887,0.375198388631073,0.0921022046476622,0.175978252452837
"ENSMUSG00000000948",6.43003500968352,0.0233183582858786,0.357658413794104,0.883482224888831,0.927595550055287
"ENSMUSG00000000957",20119.8565064908,-0.679679796401581,0.057468091599437,7.53842309757088e-33,3.01970383230946e-31
"ENSMUSG00000000958",724.65556199212,-0.126832845956524,0.091915531964981,0.155398244295959,0.265821081280469
"ENSMUSG00000000959",1079.00522761788,0.143161192587516,0.0831468006497989,0.0785906137723352,0.154890209652414
"ENSMUSG00000000976",1247.42043632715,-0.492904136976482,0.0760825710603796,3.97382658749247e-11,4.19727247273513e-10
"ENSMUSG00000000982",32565.4248260068,-0.965667439453142,0.287447115528352,9.01828138780928e-05,0.000405670754286547
"ENSMUSG00000000983",6.58313845467019,-0.211533097942339,0.425939846102042,0.209017901783765,0.33577366092739
"ENSMUSG00000001014",7.74526619674561,-0.0866560899035614,0.359382116371402,0.605628727518642,0.726618427632438
"ENSMUSG00000001016",1138.67553275648,0.170393352161926,0.0783621224595012,0.0264189397930246,0.0629177574767588
"ENSMUSG00000001017",1540.34885669617,-0.106677374606032,0.102615950679442,0.281098631855349,0.42070272540802
"ENSMUSG00000001018",718.546107008386,-0.136957383976891,0.0883254961076769,0.111172739150775,0.204022540306136
"ENSMUSG00000001020",1120.86970570068,-1.81010150481545,0.11546760161166,1.595385978634e-56,1.47762251651171e-54
"ENSMUSG00000001021",6.20007656562756,-0.356062202268827,0.557447927590198,0.0696447825806604,0.140543872958428
"ENSMUSG00000001025",3917.99241968655,-1.22332952560588,0.0647888601918757,1.77090325311815e-80,3.15279809163468e-78
"ENSMUSG00000001029",47.3017040340077,0.484828089089254,0.288136122244634,0.0307179701662826,0.0714463689903245
"ENSMUSG00000001034",1025.10856587142,-0.0319662304283768,0.130560195961423,0.794591148066212,0.870248391350985
"ENSMUSG00000001036",610.054119978817,-0.198067101962872,0.131149460097786,0.107932190365518,0.19937716004458
"ENSMUSG00000001039",50.3125969013986,0.207605848011496,0.258549155701089,0.302467752953663,0.444668392107215
"ENSMUSG00000001052",2678.47467470596,-0.323360896185613,0.0703288703247396,2.85273390696444e-06,1.65134954448306e-05
"ENSMUSG00000001053",114.367565510802,-0.37724431461509,0.192526306031481,0.0260149349413957,0.0621495903632002
"ENSMUSG00000001054",551.309315790742,0.186097461252084,0.103840634493315,0.0629316912024782,0.12935913895283
"ENSMUSG00000001056",2022.58712550803,0.0263928594172282,0.0789452746652599,0.733806098193743,0.827138593834565
"ENSMUSG00000001062",319.898420289472,0.245537759383136,0.141185235205184,0.0619892669271609,0.127755047465723
"ENSMUSG00000001065",343.578713867513,0.316444586974462,0.119692955962275,0.00543897050902876,0.0160317557884783
"ENSMUSG00000001082",632.265941104879,0.49305558522197,0.125684777459932,3.66312451660873e-05,0.000176630286276321
"ENSMUSG00000001089",1492.12161871369,0.251671962554373,0.282931445202498,0.231989540552062,0.363501702353382
"ENSMUSG00000001095",5.60362379750108,3.80861897728512,1.54709195067003,0.000700275553637089,0.00260035114621717
"ENSMUSG00000001098",3180.73538195528,-0.385367621095878,0.0599970272271235,7.5656072848185e-11,7.7751558972899e-10
"ENSMUSG00000001100",1291.49251978695,0.0705497181961895,0.0813576526748447,0.376615081098519,0.52097931834944
"ENSMUSG00000001105",472.31877069437,-0.377564629705555,0.107570156678216,0.000255484657107063,0.00104776827766226
"ENSMUSG00000001119",5457.21451788041,-0.936468703417558,0.0614075884406608,2.5818451523114e-53,2.18883094579289e-51
"ENSMUSG00000001120",100.28857329519,-0.213062649284451,0.197204226894344,0.212862882347875,0.340287535055372
"ENSMUSG00000001123",2056.15265823553,-0.0611917801620607,0.0686619966773932,0.364943057213716,0.509883003121215
"ENSMUSG00000001127",975.633250703184,0.16737948659297,0.0844549929824202,0.0422585605696064,0.093265690910028
"ENSMUSG00000001128",802.53166195151,-0.0443747675182519,0.0969071859788005,0.63608835960938,0.752069346666255
"ENSMUSG00000001131",2093.17606390679,-0.144678872376825,0.074860968744362,0.0487284984336497,0.104746006225163
"ENSMUSG00000001134",107.262036760129,-0.306931722113608,0.194256465907263,0.0707155284815294,0.142149656612664
"ENSMUSG00000001138",391.55548546281,0.102614239913709,0.11337810529484,0.343247511506876,0.487792006818154
"ENSMUSG00000001143",661.695852470135,0.329851124610555,0.0915784748563972,0.000207967951883299,0.000867552849004452
"ENSMUSG00000001150",1665.13016309073,0.31163028216391,0.0733623499493969,1.4924102798113e-05,7.71134792435227e-05
"ENSMUSG00000001151",870.600900484107,-0.178248419401651,0.092750496418593,0.0475405617321408,0.102688382398772
"ENSMUSG00000001156",229.747634321351,0.746334133067145,0.161545167088313,8.40285393787386e-07,5.28825328541056e-06
"ENSMUSG00000001157",411.84076245928,0.0177764437403306,0.105534413221486,0.862088722452232,0.914724031511299
"ENSMUSG00000001158",671.885066053289,0.0973427326891535,0.103308755614778,0.329464881115152,0.473306260763127
"ENSMUSG00000001166",66.425494207651,0.602199218446864,0.254703001429398,0.00471942730667597,0.01417154867595
"ENSMUSG00000001173",1024.4261551743,0.225916376423579,0.0797786513535631,0.00380155951902774,0.0117546098366232
"ENSMUSG00000001175",11528.0424908269,-0.481665322030163,0.0707289384137757,4.38317102534615e-12,5.05990989474938e-11
"ENSMUSG00000001211",1828.32650254575,-0.198372817563244,0.0717264127930906,0.00487710919414641,0.0145821833584266
"ENSMUSG00000001227",255.574820116936,0.462229510774377,0.158270389233418,0.00153471891252893,0.00525220015708052
"ENSMUSG00000001228",615.519345003025,-1.53293493373061,0.0986765758499444,1.76205654299602e-55,1.59510915188843e-53
"ENSMUSG00000001229",1983.82584905237,0.357453369925469,0.0680677458312758,9.3623090582623e-08,6.73002593272933e-07
"ENSMUSG00000001240",45.2845102296123,-0.10093120944141,0.394023326233291,0.404512923024255,0.548258379768028
"ENSMUSG00000001247",181.591287456401,-0.96440736120466,0.159957502655956,2.3652188763113e-10,2.31933305110992e-09
"ENSMUSG00000001248",2609.02626817296,0.400933470903492,0.0695911553319557,4.67292458271176e-09,3.94282625533388e-08
"ENSMUSG00000001249",31.7923705101584,0.323484700501494,0.322072632501187,0.150159023633737,0.259239094460011
"ENSMUSG00000001270",3222.06290116993,0.634470785962988,0.0920299886330456,1.61137946914494e-12,1.94128821309093e-11
"ENSMUSG00000001280",1594.21961816754,-0.217685073497603,0.0944098605295632,0.0171180803822118,0.043564644530524
"ENSMUSG00000001281",760.017820711821,-0.260083847445516,0.10100091270015,0.00758204851534658,0.0214983477900192
"ENSMUSG00000001285",409.258123746692,0.0203333035756134,0.112276364583415,0.851043763334418,0.907693151827689
"ENSMUSG00000001288",703.797432250919,-0.394275659730405,0.0944980330746627,1.65045617907825e-05,8.45707046925833e-05
"ENSMUSG00000001289",1505.61414713546,-0.696027012148008,0.0932173951753843,2.06094912982355e-14,2.90947911076323e-13
"ENSMUSG00000001300",1664.8528454417,-0.274398665201897,0.085080508772415,0.000930280378026645,0.00335114264773402
"ENSMUSG00000001305",503.29265567803,-0.0721783544361257,0.102565169257046,0.465622982447804,0.605672759194769
"ENSMUSG00000001313",235.090583770762,0.518091557080795,0.149374267515674,0.000199799145828873,0.000836525140741059
"ENSMUSG00000001323",237.459319488708,0.141179379420206,0.182047323036419,0.382965645275117,0.52735085277196
"ENSMUSG00000001333",35.0361812413117,-1.0940517982409,0.369506276638295,0.000298782115827648,0.00120498007598953
"ENSMUSG00000001334",4.84729660578953,-0.0475701921951955,0.368970156105521,0.738338549316217,0.829729448688347
"ENSMUSG00000001348",11451.4175844291,-0.768580243106582,0.0766587746087752,2.55368687794223e-24,6.92347290106063e-23
"ENSMUSG00000001349",82.4377332924148,-3.44297191307391,0.298096929925261,7.77766803699325e-32,2.98137739130964e-30
"ENSMUSG00000001366",415.383912538139,-0.531448250637124,0.134472544318748,2.85668421288176e-05,0.000140363848951255
"ENSMUSG00000001376",1571.13164886387,0.468380706936296,0.0755430832660261,2.60672551553687e-10,2.54525063592e-09
"ENSMUSG00000001380",2269.66873908042,-0.0123726826437563,0.0635978764021562,0.844389041129011,0.9029395092105
"ENSMUSG00000001383",1495.14087922996,0.0962611545360038,0.0764769830111548,0.199716132200092,0.324643962978635
"ENSMUSG00000001403",400.809760749599,-1.46384197595356,0.126494244188404,5.07487215452348e-32,1.95938979595011e-30
"ENSMUSG00000001415",2579.4582087003,0.317060322629063,0.0804212317384165,5.49702090762732e-05,0.000255424366407042
"ENSMUSG00000001416",5877.92816131975,-0.129543548741565,0.0652235306575503,0.0435232296803198,0.0956090909196276
"ENSMUSG00000001418",5351.03697822985,-0.147695576489545,0.0663822074055154,0.02383559257945,0.0577002114972848
"ENSMUSG00000001419",1288.81615024403,-0.159313844140007,0.0793921311640042,0.0402096711260464,0.0893641261762749
"ENSMUSG00000001420",18.4024848820759,-0.260267273312646,0.368898443412199,0.229469235674274,0.360363183691942
"ENSMUSG00000001424",4393.65367163798,-0.348918247826688,0.0588143029182482,1.87320838211553e-09,1.64914384102402e-08
"ENSMUSG00000001435",857.056669331506,-0.863028013331723,0.0869905563329887,5.94291468557233e-24,1.5791595689374e-22
"ENSMUSG00000001436",328.954230497462,-0.0755120132397482,0.11686669127394,0.498072176802302,0.634640993153343
"ENSMUSG00000001440",9737.40347732043,-0.2996285009317,0.0520586432856114,6.16247729155411e-09,5.15082804603921e-08
"ENSMUSG00000001441",2970.86049723355,0.224509360954085,0.0884797904111602,0.00912082098891823,0.02523185682069
"ENSMUSG00000001445",866.797420964475,0.0948987003717586,0.0975662376726289,0.316003834637289,0.459049100892136
"ENSMUSG00000001467",4807.36634235868,-1.68884513649029,0.0623362662430988,9.97946928512795e-163,9.40594331503559e-160
"ENSMUSG00000001472",6435.33825353127,0.017088503406743,0.0551251843549497,0.754825948315654,0.842358000408255
"ENSMUSG00000001473",5245.41795978413,-0.076137356779999,0.0630456994755883,0.220841586344013,0.349831412554634
"ENSMUSG00000001482",940.473215909616,-0.274401021072535,0.0959341773204167,0.00311852028136105,0.00986555875347191
"ENSMUSG00000001504",12.6942451949026,0.134913501498575,0.343739960654043,0.487208111779535,0.624092173624123
"ENSMUSG00000001506",17460.4894657972,-1.11910233758958,0.0984498182071713,7.2433134270596e-31,2.66803703544312e-29
"ENSMUSG00000001507",1469.97422735042,-2.12461380478974,0.0924565320639639,5.06071476568421e-118,2.02719581726395e-115
"ENSMUSG00000001517",334.441796768421,-1.0437852602421,0.365637300550884,0.000422783661548873,0.00164743740491187
"ENSMUSG00000001518",289.815923045029,-0.0988058946156321,0.131121529779164,0.423631153975758,0.567445415497075
"ENSMUSG00000001520",8.54597091295402,-0.293436916166903,0.461942279760673,0.14061421576512,0.245886890669488
"ENSMUSG00000001521",594.852117092822,0.0995050332399744,0.101591212348206,0.310928743124281,0.453446004467129
"ENSMUSG00000001524",328.819536118518,0.582670475413296,0.135204879894526,5.30595892618323e-06,2.94177785031951e-05
"ENSMUSG00000001525",16837.5060835171,-0.670299692325054,0.0585479335526276,1.42175755346286e-30,5.16571911091505e-29
"ENSMUSG00000001542",4970.25091452969,0.216666561937794,0.0586059515144423,0.000186823066200823,0.000787754207825206
"ENSMUSG00000001552",587.227481250479,-0.631146860605119,0.112582266224199,5.98647495118873e-09,5.00633027885684e-08
"ENSMUSG00000001555",1516.48201080135,-1.05785985616204,0.0902684884823098,1.34564758747873e-32,5.35020131369024e-31
"ENSMUSG00000001569",1365.73387096877,0.314047795583011,0.074273394313219,1.64248007653985e-05,8.42428241562037e-05
"ENSMUSG00000001576",3204.5458255687,0.184200831729082,0.0644363195174887,0.00377442827169787,0.0116887638572507
"ENSMUSG00000001583",3.59990494579259,0.234856787827917,0.471746913813645,0.0948650913132069,0.180097554278615
"ENSMUSG00000001588",5.29975584320596,0.151062644093534,0.413031197607547,0.246269640870081,0.380555353038993
"ENSMUSG00000001604",58.8952163642512,-0.849619855861449,0.285532944777063,0.00043291653670181,0.00168446373666175
"ENSMUSG00000001622",5.09799942522233,-0.265579264214377,0.503393028673208,0.061620831829459,0.127203116259137
"ENSMUSG00000001627",3715.97037269261,0.391688659401362,0.0794826780741937,4.68791897976275e-07,3.0497168417677e-06
"ENSMUSG00000001630",400.495006461114,-0.0590004108492271,0.106885567583841,0.565684786393386,0.69349405756551
"ENSMUSG00000001632",1829.30575812884,-0.0419243398747534,0.0705939182792405,0.545533400358477,0.67592651360531
"ENSMUSG00000001642",651.298046446528,0.0840656212867912,0.0899923001289297,0.337851181117973,0.482218909233322
"ENSMUSG00000001655",3.99346516308909,-0.0254324688017536,0.373077400743985,0.84322013172059,0.9021109815423
"ENSMUSG00000001657",48.8570340886621,-0.514919874881558,0.306973731904084,0.0272287204939842,0.0645679722473152
"ENSMUSG00000001661",91.7490217251964,-0.645317866780075,0.232686270089473,0.00132795567205132,0.00460958269785057
"ENSMUSG00000001663",61.7670692711133,-0.259626198928786,0.244500007119129,0.186680753809357,0.3077351562024
"ENSMUSG00000001665",91.9481826577056,0.215326601603263,0.205637171781655,0.223123653600627,0.352505452735442
"ENSMUSG00000001666",344.055612082686,0.0926625980076,0.137176230248682,0.472271024344412,0.610997062823619
"ENSMUSG00000001674",938.454646585887,-0.199507520248128,0.0857442844014528,0.0170212570733258,0.0433457727409248
"ENSMUSG00000001687",2279.98211092393,-0.11422972176826,0.121200979753079,0.321220253732255,0.464551910117254
"ENSMUSG00000001700",631.134389335145,1.18659842020855,0.0969132826817122,2.22134501280007e-35,9.85944906927854e-34
"ENSMUSG00000001707",1147.12854402979,-0.139078287887295,0.083959882495042,0.0895701492297808,0.172255582226047
"ENSMUSG00000001729",6387.51489110985,-0.205742676845401,0.0666718154070425,0.00170495689723323,0.00575732863316503
"ENSMUSG00000001739",69.0837355436296,-2.44952224616065,0.357550908742133,4.60824230878234e-13,5.82300120012264e-12
"ENSMUSG00000001741",246.867274229622,-1.30164649001604,0.155437815925027,5.73088944956395e-18,1.03875612726655e-16
"ENSMUSG00000001750",14136.9482589687,0.17230200236978,0.069889770665676,0.0124360413215358,0.0330397430102749
"ENSMUSG00000001751",3330.82121018726,-1.11026586514882,0.0874807289932737,8.2141684729049e-38,3.946717092985e-36
"ENSMUSG00000001755",478.407207117561,0.295349310786195,0.102505261663975,0.00279325439464871,0.00895065174574052
